ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
9Mw1WXpG;8560;64-HGU-BPN RI-2009;2009-04-30;;;
cjPxU1cm;8563;Kepala BPN RI / 1-HGU-BPN RI-2009;2009-01-07;;;
OE6ieHFz;8565;Kepala BPN RI / 2-HGU-BPN RI-2009;2009-01-07;;;
l5bzRZxf;8576;;2022;2031;10;Schweppes Zimbabwe Limited has undertaken to invest US$35 million in the next 10 years into a 2 700 hectare citrus plantation
nOLvnhbt;8606;;;;;The authorization to operate a small mine is granted for a period of 3 years from the date of signature of this decree. It is renewed in the same forms and for the same duration until the exploited deposit is exhausted.
NVec3p3E;8607;;2016-02-02;;5;the operating permit is granted for a period of 05 years renewable from the date of signature of this decree.
hlufogR6;8619;;;;25;
sTFympGe;8625;;2007;2027-11-02;10;Conflicting information. Decree states 10 years renewable, ITIE report states valid until 2027
3R5UK8WR;8659;;2011-02-21;;15;
Wvqf1b_m;8660;;2010-12-29;;15;
ldsVu7qr;8661;;2010-12-29;;15;
KbGwUR5I;8662;;2014-03-25;;25;
nub-NwcZ;8663;;2019-10-10;;30;
t8aUmxY-;8664;;2020-02-25;;30;
196YtJDx;8665;;2018-09-03;;30;
FxDvbMJu;8678;;2005;;25;The land was originally acquired on the basis of a renewable 25-year lease
Z4hD2pQy;8679;;2005;;25;Original lease to Shonga Farms (deal 1683). Renewable.
kZvpqKeM;8683;;2016-01-09;2031-01-08;15;Mimbeli Ibenga concession was awarded four days before the bid deadline.
4N4rJtdI;8685;;2002-11-13;2037-06-08;25;Original contract from 2002 valid for 15 years. Amended contract from 2012 valid for 25 years
9efggwxg;8686;;2002-11-13;2012;25;Original contract from 2002 was for 15 years. The amended contract from 2012 is for 25 years, renewable.
nzE7oRSG;8697;10-030;2001;2031-05-02;15;"Contract renewed on 3 May 2016 with validity of 15 years
Concession number 1054"
QVsBNYZi;8698;10-047b;2013-01-02;;;In 2006, FMU 10-047 was split into FMU 10-047a and 10-047b. FIPCAM retained FMU 10-047a while CCIF was assigned FMU 10-047b which it dropped shortly after. We do not have any official documents in this regard, but it appears that neither FIPCAM nor CCIF operated UFA 10-047b during the periods in which UFA was assigned to them.
I3hwyn3l;8717;48100;2011-10;2040-10;29;49 parcels of lands were selected to be leased and the Developer signed 49 land lease agreement for the selected lands with the owners for 29 years (since the year 2011), and registered these leases with Department of Lands and Survey Office in Ma’an Governorate.
OUyg5Md3;8723;;;;50;5 concessions under 50-year and 83-year renewable leases- can not determine which sizes are allocated to each seperate concession, thus one large land deal added. It could be broken into the different sizes under intention of investment, but I can not be sure that this is the case.
iXHNoOPP;8726;;;;25;Apparently signed in 2013. 25 years, renewable.
LCfmK5LO;8730;N 61-Д;2013-11-15;2062-11-15;49;"One of the examples of the contract. The company leases land in JSC ""Belgorod Land Fund"""
njU-wubT;8733;;2015-04-15;2025-01-26;10;"Can be renewed for periods of 5 years, indefinitely.
The Massawa Mining License was granted to Randgold on February 21, 2020 (and subsequently transferred to Massawa SA on March 3, 2020) and is governed by the Kanoumba Mining Convention and amendment no. 1 thereto, dated April 14, 2010 and February 13, 2020, respectively (collectively referred to herein as the Kanoumba Mining Convention)."
j7RLnPks;8734;;2017-01-23;2022-01-23;5;It may be renewed for consecutive five-year periods until deposits are depleted.
IlMCM_SM;8737;;2016;2021;5;There is another company coming into the project, They will  engage with them to see if they can assist the community with the connections
FwO0Lu4S;8744;0086/2013;2013-12-31;2062-12-31;49;
TXaqL9Zh;8747;;2014-08;2034-08;20;The Wahgnion ML is valid for 20 years with an ability to renew for consecutive periods of five years until the reserves are depleted.
cZWpLLlp;8749;6;2008-04-15;2057-04-15;49;According to the company source, lease agreements are valid for up to 49 years
Xyva1TXi;8750;25;2011-05-19;2060-05-19;49;The company leases lands on a long-term perspective (up to 49 years)
yuRX2tra;8751;182;2007-12-29;2056-12-29;48;According to the company source, lease agreements are valid for up to 49 years
YA4ZYWkp;8752;02-02-16/225-2008;2008-09-01;2057-09-01;49;According to the company source, lease agreements are valid for up to 49 years
c4Ly2QMt;8753;0126/MMG/DGMG;2018-04-09;2032-04-10;16;"The Ity mineral rights comprise of two mining licenses – exploitation permit PE26 (“SMI License”) and exploitation permit PE49 (“SMD License”). 
The license was initially issued in April 2018 to La Mancha Côte d’Ivoire S.à r.l. (‘’LMCI’’), a wholly owned exploration subsidiary of Endeavour, and then transferred to SMD on September 10, 2018. The SMD License is valid for 14 years and thus, expires on April 10, 2032. It is then renewable for successive 10-year periods.
The SMI License expires on November 14, 2023 following its fourth renewal but is renewable again for consecutive 10-year periods (operational since 1991, not captured in the Land Matrix."
QwC5VVDY;8754;405;2008-09-24;2057-09-24;49;According to the company source, lease agreements are valid for up to 49 years
bDydECJx;8756;422;2008-12-31;2057-12-31;49;According to the company source, lease agreements are valid for up to 49 years
LljMNh6B;8757;537;2008-11-17;2057-11-17;49;According to the company source, lease agreements are valid for up to 49 years
TACZEy49;8758;1321;2013-05-21;2062-05-21;49;According to the company source, lease agreements are valid for up to 49 years
GIcQwZLz;8759;1396;2012-08-28;2061-08-28;49;According to the company source, lease agreements are valid for up to 49 years
nfgWULSV;8760;1534;2013-05-21;2062-05-21;49;According to the company source, lease agreements are valid for up to 49 years
VmMDVFva;8761;1535;2013-05-22;2062-05-22;49;According to the company source, lease agreements are valid for up to 49 years
-MED9MIl;8762;1610;2013-12-12;2062-12-12;49;According to the company source, lease agreements are valid for up to 49 years
CheNdGUq;8763;1611;2013-12-17;2062-12-17;49;According to the company source, lease agreements are valid for up to 49 years
k_U_-dFa;8764;1807;2015-05-29;2064-05-29;49;According to the company source, lease agreements are valid for up to 49 years
tm4J45Hj;8765;1808;2015-08-24;2064-08-24;49;According to the company source, lease agreements are valid for up to 49 years
Blvln6VC;8766;1809;2008-12-31;2057-12-31;49;According to the company source, lease agreements are valid for up to 49 years
AE4j9S-M;8768;1901;2015-09-17;2064-09-17;49;According to the company source, lease agreements are valid for up to 49 years
QXhohBgO;8770;;;;;contract number is not known
eVTbDPkT;8771;06/DIR/KMP/IV/2006;2006-04-10;;;Contract-Number is releated to an IUP contract and not to an HGU contract
VOdSzVaj;8774;;;;;NGO mentions IUP Permission but could not find information about the exact contract number
N3CCR3pu;8779;;2011-09-22;;50;
FEC5p9Vu;8786;91-12-9/08;2008-12-08;2057-12-08;49;The company leases lands on a long-term perspective (up to 49 years)
lixBJKS2;8799;;;;;contract number is not known
woz8CiCH;8805;91-12-8/8;2008-12-16;2057-12-16;49;The company leases lands on a long-term perspective (up to 49 years)
EkxaSFiq;8806;91-12-10/08;2008-12-23;2057-12-23;49;The company leases lands on a long-term perspective (up to 49 years)
48Py8II7;8807;91-514/17;2017-12-08;2066-12-08;49;The company leases lands on a long-term perspective (up to 49 years)
inNMt-zi;8808;91-22-20/8;2008-12-24;2057-12-24;51;The company leases lands on a long-term perspective (up to 49 years)
0Etm7ghb;8809;91-22-21/8;2008-12-24;2057-12-24;49;The company leases lands on a long-term perspective (up to 49 years)
5rHuHvp1;8810;91-470/17;2017-11-17;2066-11-17;49;The company leases lands on a long-term perspective (up to 49 years)
Pm_m10hr;8811;91-18-12/08;2008-12-18;2057-12-18;49;The company leases lands on a long-term perspective (up to 49 years)
WDOoC5NI;8812;SK KEPALA BPN RI NO.3/HGU/BPN RI/2014;2014-01-13;2049-01-13;35;This type of concession permit is a usufructuary right with a duration of 35 years.
DBKA6INk;8813;;;;;contract number is not known
9IA0Yp0B;8814;;;;;contract number is not known
DvLJKABs;8815;91-18-11/08;2008-12-24;2057-12-24;49;The company leases lands on a long-term perspective (up to 49 years)
TAYOwMMK;8816;91-298/17;2017-09-14;2066-09-14;49;The company leases lands on a long-term perspective (up to 49 years)
wWz2bF1x;8817;91-409/18;2018-06-21;2067-06-21;49;The company leases lands on a long-term perspective (up to 49 years)
fTm8gwTu;8818;181-з;2008-10-17;2057-10-17;49;The company leases lands on a long-term perspective (up to 49 years)
rctWoxyl;8818;10940/49;2016-06-01;2065-06-01;49;
Gn0w9smQ;8819;209-з;2008-11-10;2057-11-10;49;The company leases lands on a long-term perspective (up to 49 years)
ha1rJQP6;8819;740/645;2009-11-24;2058-11-24;49;
4xUIdSi3;8820;210-з;2008-11-10;2057-11-10;49;The company leases lands on a long-term perspective (up to 49 years)
HdKC850J;8820;740/646;2009-11-24;2058-11-24;49;
kU7FQymR;8821;243-з;2008-12-10;2057-12-10;49;The company leases lands on a long-term perspective (up to 49 years)
V-EO-dkm;8821;740/643;2009-12-23;2058-12-23;49;
qgV3OAHD;8822;244-з;2008-12-10;2057-12-10;49;The company leases lands on a long-term perspective (up to 49 years)
mB40DcX_;8822;740/644;2009-12-23;2058-12-23;49;
iPu9hSL5;8839;;2018-01;2058;40;obtained a concession of  a period of over 40 years
fIA5J8n9;8842;;2019;2025;6;cultivate oil palm  over a period of six years
mpYGvGMb;8844;PEA n°191;2018-09-26;2047-12-31;30;"It is unclear when the contract expires. The open timber portal makes not of 2045, the contract states ""This agreement covers the duration of the rotation as defined in the revised management plan, ie 30 years from January 1 of the year of its signature."""
N3IiFDOM;8863;ML05/14;2014;;;
TSyvnebo;8867;MPSA No. 222-2005-VIII;2005-12-14;2030-12-14;25;Third Renewal of Two-year Exploration Period Approved on October 13, 2020.
MFuy4pb4;8868;MPSA No. 225-2005-XI;2005-12-15;2030-12-15;25;
v-aC2YPx;8869;MPSA No. 226-2005-III (ZMR);2005-12-16;2030-12-16;25;MPSA is suspended following an order from DENR in 2017.
CGMwNeQx;8870;MPSA No. 227-2006-III;2006-01-17;2031-01-17;25;
JU9czMBe;8872;MPSA No. 229-2007-IVB;2007-01-03;2032-01-03;25;Operations of the mining company was suspended in 2017.
7RCfSh9O;8873;MPSA No. 231-2007-VI;2007-03-29;2032-03-29;25;
A330QsOZ;8874;MPSA No. 232-2007-XIII (SMR);2007-06-08;2032-06-08;25;
Zc1aTR7O;8875;MPSA No. 235-2007-IVB;2007-06-08;2032-06-08;25;
5d-HXDXs;8876;MPSA No. 237-2007-IX;2007-06-08;2032-06-08;25;
Y9P5N_3E;8877;;2016;2115;99;The land was leased to Hoima Sugar In 2016 for 99 years by Solomon Iguru Gafabusa, king of the ancient kingdom of Bunyoro-Kitara. He said the leased area was ancestral land and not part of the protected forest.
QzEMIc7W;8880;MPSA No. 240-2007-XIII  (SMR);2007-07-12;2031-07-12;25;
RcOii3DB;8881;MPSA No. 242-2007-XIII (SMR);2007-07-12;2031-07-12;25;
ztarqQkb;8882;MPSA No. 243-2007-XIII  (SMR);2007-07-17;2032-07-17;25;
7KZ9hcKJ;8883;MPSA No. 244-2007-III;2007-07-25;2032-07-25;25;
RnbXaeiN;8884;MPSA No. 246-2007-XIII  (SMR);2007-07-25;2032-07-25;25;
Z-NDlC3Z;8885;MPSA No. 247-2007-XIII (SMR) AMENDED A;2007-07-27;2032-07-27;25;The approval of Kafugan Mining, Inc. as the authorized Operator of Ludgoron Mining Corporation was granted on December 2, 2015.
aqMcqBxT;8886;MPSA No. 249-2007-VIII  (OMR);2007-07-27;2032-07-27;25;
_EUMeeuG;8887;MPSA No. 250-2007-III;2007-07-28;2032-07-28;25;
SSJ0fcb3;8888;MPSA No. 251(A)-2007- XI;2008-07-28;2033-07-28;25;
TxktzeI-;8889;MPSA No. 254-2007-VIII;2008-07-28;2033-07-28;25;
QjbVmZbT;8906;052/14;2014-04-25;;;
0F3kk2-Q;8923;028/11;2011-10-21;;;
3u_Ubd16;8925;006/18;2018-06-04;2036-08-03;18;The contract number  was  changed  on the  04th June 2018 to Ets. Kitenge Lola. Previous number 001/11 according to the government gazette.
19Y_p3Cs;8926;007/18;2018-06-11;2043-06-10;25;"The contract is valid for 25 years, with option to renew.
Previous contract number 002/11. The contract number was changed on the 11th June 2018 to Ets. Kitenge Lola."
ug0lwEgM;8935;029/11;2011-10-24;;;
xW-630tV;8938;;2015;;5;Datos obtenidos del Geoportal Territorios en Riesgo de la Universidad Nacional Autonoma de Honduras (UNAH) , manejado por el Observatorio Universitario de Ordenamiento Territorial (OUOT) https://territoriosenriesgo.unah.edu.hn/
cPNoNuSF;8943;10-001;2010-09-14;2025-09-13;15;Renewable
o3nNZGKv;8943;10-002;2010-09-14;2025-09-13;15;Renewable
XtlLRvsH;8943;10-003;2010-09-14;2025-09-13;15;Renewable
thfAszvn;8943;10-004;2010-09-14;2025-09-13;15;Renewable
ShuH5uLx;8944;10-011;1998-03-27;;;
anwGSr3q;8945;10-007;1998;;;
ioccXLSy;8948;10-058;2013-02-05;;;Previously held by SEBC (Vicwood subsidiary)
2yD76n5e;8949;11 005 ;2006-11;;;FMU 11 005 A and 11 005 B
uAyE2X3T;8960;0140;2006-03-23;;;
hCzWMLlE;8961;0028;2013-01-18;;;
ZqcGALz5;8962;№1;2008-06-30;2057-06-30;49;
WKYy-vg1;8969;2010/2580;2010-09-20;;;
ya1eQwfZ;8970;2010/2606;2010-09-24;;;
hSSmhMA3;8971;0147;1998-03-27;;;
0nRlGKaI;8985;0149;1998-03-27;;;
QWqu1CzT;8987;08 004;1998-03-27;;;
jvrHzS8f;8996;0592;2006-11-22;2024;15;Provisional operating agreement No. 0592/C PE/MINFOF/SG/DF of 22 November 2006 was signed between CAFECO and the Cameroonian government represented by the Ministry of Forests and Wildlife for a period of three years which will be followed by a final agreement of 15 years renewable once.
Vi7dQtsC;9014;0181;2012-12-07;;;
CivH11yc;9017;0002;2013-01-03;;;
EZ-hgFku;9028;2010/3309;2010-11-29;;;
4CQNhAfq;9033;0177;2012-12-06;;;
xX7Epu8S;9044;1018;2010-07-23;;;FMU number: 10.021, Concession number: 1018. Decree number:  2005/0254 / PM
PoEYhx8T;9045;1;2008-05-20;2056-05-20;49;
0qZacSa3;9046;16;2007-08-20;2054-08-20;47;
9sSS0WDG;9047;1;2007-11-01;2056-11-01;49;
UmMyTLeI;9048;1-step;2008-06-30;2057-06-30;49;
NKL2ItIa;9049;2;2007-11-01;2056-11-01;49;
xaAAXO45;9050;1-step;2008-06-30;2057-06-30;49;
TuoTbuVq;9051;1;2007-11-01;2056-11-01;49;
C2trV-Do;9052;6;2007-11-01;2056-11-01;49;
eaCp_uDA;9053;9;2007-11-01;2056-11-01;49;
vw2tPjMZ;9054;3;2008-04-02;2057-04-02;49;
RqqN0sPn;9055;13;2007-09-10;2056-09-10;49;
6qC5atnA;9056;1;2009-06-22;2058-06-22;49;
JUPCQX1k;9057;29;2010-02-08;2059-02-08;49;
xyii5rTL;9058;4;2007-08-29;2046-08-29;49;
S_pmz4kz;9059;1-step;2008-06-30;2056-06-30;49;
Gx0A4Aet;9060;22;2007-11-01;2056-11-01;49;
g0F3heVX;9061;1-step;2008-06-30;2057-06-30;49;
stcHrhiV;9062;25;2007-11-01;2056-11-01;49;
9i0Yqx1W;9063;18;2007-08-06;2056-08-06;49;
hbucbFZe;9064;1;2008-06-30;2057-06-30;49;
vhc49J89;9065;16;2007-11-01;2056-11-01;49;
ehaq7lMo;9066;17;2007-11-01;2056-11-01;48;
rFmweOGI;9067;18;2007-11-01;2056-11-01;49;
iJMVJIMA;9068;1-step;2008-06-30;2057-06-30;49;
HgKuT_ZR;9069;35;2015-03-10;2064-03-10;49;
R67iw4Lc;9070;42;2018-12-13;2067-12-13;49;
oAD3hpn4;9071;38;2017-06-09;2066-06-09;49;
9zjkS8jJ;9072;10;2007-11-01;2056-11-01;49;
8j2Mi6H1;9073;9;2007-11-01;2056-11-01;49;
528deYDD;9074;1-step;2008-06-30;2057-06-30;49;
A3ITb6b3;9075;19;2007-11-01;2056-11-01;49;
Dseb3c5k;9076;1-step;2008-06-30;2057-06-30;49;
TIeBwIwR;9077;20;2007-11-01;2056-11-01;49;
4T9bQAK1;9078;36;2017-06-09;2066-06-09;49;
CXqs8atr;9079;0057;2013-02-15;;;
7TeQwRkY;9080;0347;2002-10-23;;3;"UFA 09-016. Provisional Operating Agreement has maximum validity three (03) years non-renewable
The concession number is N 1064"
Yr75P-qZ;9081;;2011-12-14;;30;
oOVqB3vH;9090;0612;2006-12-05;;;
Z2Qmm47W;9106;1073;2005-12-14;;;Concession forestière 1073 ( UFA 09-008 and 09-007)
MCZCk9M_;9107;0302;2013-08-26;;3;It is not clear whether the contract was renewed.
dd2Xzo-1;9108;0144;2006-03-24;;;UFA 09 011, concession number 0144
QqtyyQ4s;9109;0151;1998-03-27;;;
ZY0Txkmg;9110;0160;2014-09-30;;;
GRTGavIM;9111;1094;2012-01;;;FMU 09-025, concession number 1094
SCuy-OOQ;9112;1033;2012-02-13;;;
zNQsrEb2;9113;1029;2004-09-06;;;UFA 00 004, forest concession n ° 1029
aNH75gqH;9114;0054;2013-02-13;;;
_vUhAKLM;9115;2000/73;2000-09-18;;;
teQvGJkm;9117;1067;2010;;;
JXJbRxAN;9118;1066;2002;;;
GGTltrJS;9124;11-002;2012-12-06;;;UFA 11-002. concession number 1068
nnqch7jC;9126;1078;2012-08-01;;;Forest concession 1078 made up of the forest management unit 09 022
-DNdT8Jm;9130;10-036;2013-02-04;;;FMU number 10-036  and attributed in 2013-02-04. concession number 1103
f4spEBYj;9137;09-021;2005-02-14;;;Concession number 1006, FMU 09-021
rIqWTWct;9138;;2017-07-25;2022-07-25;5;Esta concesión minera fue otorgada para exploración por 5 años
hAXVY5on;9139;;;;;Concesión Minera otorgada por tiempo Indefinido
ro0QZ05J;9158;11-004;2014-07-14;;;
M3fYg1M9;9160;Resolución 553;2010-03-16;;;Mediante Resolución 553 de 16 de marzo de 2010 el Ministerio de Ambiente vivienda y desarrollo territorial aprobó cesión de la Licencia Ambiental otorgada mediante resolución 2000 de 2009, de la empresa HOCOL S.A. a la empresa MAUREL & PROM COLOMBIA B.V.
mLAnprQ5;9168;No. 1 de 2019 COR-15;2017-06-01;;;"El Contrato de Exploración y Producción de Hidrocarburos No. 1 de 2019 COR-15 –, de fecha 1 de junio de 2017, fue celebrado por MAUREL & PROM COLOMBIA B.V, y la Agencia Nacional de Hidrocarburos – ANH.
La ANLA expidió la Resolución 1795 de 2021 otorgándole la Licencia Ambiental al proyecto APE COR-15 de MAUREL & PROM COLOMBIA B.V con un total aproximado de 9 mil hectáreas, en 4 municipios del Boyacá (Tasco, Betéitiva, Corrales y Busbanzá), que se encuentra dentro del total del Bloque concesionado en 2017 por la ANH a Maurel & Prom Colombia B.P."
AgbMf37R;9169;№1/2010;2010-09-22;2025-09-22;15;Contract for 5727 ha between the operating company and AgroCentre LLC
_nJ2O01d;9173;09-017 and 09-018;2010-10-05;;;Incorporated into the private domain of the State by decrees n ° 7006/2950 / PM and 2006/2951 / PM of December 27, 2006 as Forest Development Units called UFA 09-017 and UFA 09-018. concession number 2010/2661
BZPtfHHw;9190;10-065;2012-03;;3;UFA 10-065-It should also be noted that this FMU is located near the Deng Deng forest reserve and belongs to the Technical Operational Unit (UTO) by Deng Deng being created. Concession number 1090. 3 years renewable.
MINhUovl;9230;1075;2007-09-12;;;Concession no 1075, Made up of forest management units 00 001 and 00 002
Rk6rrNZ8;9231;1069;2007-03;;;UFA 09-020. Concession Number 1069
vyzViJNc;9232;09-023;2004-04;;;Concession number 1005. UFA 09-023
VsKq_CEB;9233;09-005b;2000-10-20;;3;UFA 09-005b
dF2-8Uv2;9234;2014/4158;2014-12-04;;;UFA 09-012. Concession number 2014/4158
dh0V5BDr;9238;10-051;2010-09-20;;;forest concession made up of the UFA 10-051. Concession number: 2323
cZaJguQG;9239;1075;2007-12-07;;;UFAs: 00.001 and  00.002. Concession number 1075
T0-U2imm;9248;;2012-12-17;;3;the concessiosn has as title N°1,091 and FMU N° 07.003. Contract in 2012: this Provisional Operating Agreement shall be valid for a maximum of three (3) years, nonrenewable. 
4_K7azkO;9264;№ 88;2006-03-22;2055-03-16;49;land plot with cadastral number 26:11:000000:129 (sized 3204 ha)
Q1qO5cEp;9303;№ 72-з;2008-12-22;2028-12-31;20;
yaKiu5AG;9305;№ 73-з;2008-12-22;2029-12-31;21;
V-Iz-Gto;9306;№ 93-з;2008-12-22;2029-12-31;21;
5jlyErZP;9307;№ 31;2008-09-30;2057-09-30;49;
3jAzrkvU;9308;№ 32;2008-09-30;2057-09-30;49;
5PEnnyyI;9309;№ 22-з;2008-09-30;2057-09-30;49;
lpvAdCmg;9310;№ 26-з;2008-09-30;2057-09-30;49;
oX92FPXT;9311;№ 24-з;2008-09-30;2057-09-30;49;
sjcsBm4F;9312;№ 20-з;2008-09-30;2057-09-30;49;
9EZrvBTd;9313;№ 35-з;2008-08-22;2057-08-22;49;
k99enV0c;9314;№ 21-з;2008-09-30;2057-09-30;49;
EcpIP4RW;9315;№ 25-з;2008-09-30;2057-09-30;49;
zPsp4N5e;9316;№ 23-з;2008-08-21;2057-08-21;49;
EBZm9kJ4;9317;№ 101-з;2008-09-30;2057-09-30;49;
wPo4E6Qi;9318;№ 56-з;2008-09-30;2057-09-30;49;
4xC5ABUj;9319;№ 102-з;2008-09-30;2057-09-30;49;
c4oGzLHY;9322;№ 17-37;2009-10-26;2024-10-26;15;
MvNikTNT;9323;№ 27-32;2009-10-26;2024-10-26;15;
_IADnjxA;9324;№ 11-8;2009-10-19;2024-10-19;15;
h1BBVKjf;9325;№ 20-20;2011-09-19;2026-09-19;15;
vgiknq9U;9326;№ 20-19;2009-10-26;2024-10-26;15;
Y7NdPRXd;9327;№ 18-21;2009-10-26;2024-10-26;15;
3wY7gCTK;9328;№ 18-22;2009-10-26;2024-11-22;15;
P7_ROlsF;9329;№ 17-16;2009-10-28;2030-06-11;15;
MwKQ8eTC;9330;№ 18-14;2008-10-19;2030-12-13;22;
KDvI_txe;9331;№ 18-20;2008-10-19;2031-11-29;22;
ORvCB4g0;9332;№ 18-19;2008-10-19;2031-11-29;22;
ob36NRP8;9333;№ 20-76;2018-04-13;2067-04-12;49;
r0uudbq6;9334;№ 32-34;2018-04-13;2027-08-20;9;
Qk8773UK;9335;№02-02-16/188-2008;2008-06-26;2046-09-30;38;
uz0lE8nI;9336;№02-02- 16/125-2008;2008-09-09;2046-09-26;38;
1qUiNXB2;9337;"№02-02-16/195-2008; ";2008-09-10;2036-09-07;38;
P9UkOxZb;9338;№02-02- 16/191-2008;2008-08-25;2055-03-14;47;
1KorWTDg;9339;"№02-02-16/192-2008;";2008-08-25;2051-10-15;43;
RM4nLPYy;9340;№02-02-16/124-2008;2008-07-28;2054-03-09;46;
tti7-YO6;9341;№02-02-16/154-2008;2008-08-09;2055-06-08;47;
NwG3s5ut;9342;№02-02-16/122-2008;2008-04-22;2052-05-20;43;
z8M7leK3;9343;№02-02-16/123-2008;2008-08-28;2054-01-31;45;
fMmSDdh-;9344;"№02-02-16/193-2008;";2008-08-27;2053-01-08;44;
U-ru3Tja;9345;№02-02-16/240-2008;2008-05-25;2057-05-20;49;
9vBon0SI;9346;№02-02-16/8-2011;2011-02-24;2060-03-01;49;
kq-APGXf;9347;№02-02-16/153-2008;2008-04-08;2054-06-15;46;
lrFZmMKB;9348;№237/ ПРЗ-13-144;2013-09-17;;;sublease agreement
NWL9dlRe;9349;№02-02-16/52- 2008;2008-05-20;2057-05-20;49;
9C1mnttn;9350;432;2008-09-19;2045-01-01;36;
cexJRdkD;9351;433;2008-09-19;2028-08-12;20;
wDkgmpqG;9352;434;2008-11-17;2052-03-11;43;
A-Fs-dko;9353;435;2008-11-18;2051-06-19;42;
j7PPEWhI;9354;436;2008-11-17;2028-05-20;19;
JVqQp-Jp;9355;438;2008-11-17;2031-06-28;20;
gmJeTdRS;9356;439;2008-09-24;2022-11-16;13;
lot3kzWZ;9357;440;2009-02-24;2046-11-16;38;
zMXnQ65r;9358;445;2008-11-13;2030-09-20;22;
SMWkLOTT;9359;86-з;2008-12-22;2024-12-31;16;
Vd--OtXe;9360;87-з;2008-12-25;2023-12-31;15;
KuqA99U0;9361;88-з;2008-12-25;2023-12-31;15;
mi6khtK5;9362;48-з;2008-12-15;2028-12-31;20;
ue7iwiqM;9363;49-з;2008-12-15;2028-12-31;20;
UUbvpe_y;9364;46-з;2008-12-15;2029-12-31;21;
Z6IyAOVX;9365;51-з;2008-12-15;2029-12-31;21;
Npj_Ib3y;9366;47-з;2008-12-15;2031-12-27;23;
1UpcCPDg;9367;47-з;2008-12-15;2031-12-11;23;
zEIK3wqd;9371;85-З;2008-12-10;2028-12-10;20;
l8hCaZe0;9372;76-З;2008-12-10;2057-12-10;49;
hV2zPn1G;9373;79-З;2008-12-10;2057-12-10;49;
-1cp05W1;9374;80-З;2008-12-10;2057-12-10;49;
8ReNfUja;9375;14/3;2009-11;2058-11;49;
A_wHSdQt;9376;74-З;2008-12-10;2057-12-10;49;
ZZsqJzXq;9377;81-З;2008-12-10;2028-12-10;20;
C359yGgK;9378;84-З;2008-12-10;2057-12-10;49;
JZJmu4n8;9380;;2017-04-01;;;Sublease sized 2658,6089 ha.
rXEjm891;9384;;2007;2057;50;"The Government allocates a lease land for a period of maximum of 50 years following Decision No.3590/QD-UBND issued by the People’s Committee of Vinh Phuc province on approval of investment policy on 25/12/2007: 
- Decision No.4999/QĐ-UB dated 27/12/2004 on acquisition and allocation of land.
- Decision No.1519/QĐ-UBND dated 04/6/2014 on adjustment of land demarcation (the permitted area of land) 
"
aJKu23wt;9385;;2015-12-04;2065;50;"The Government allocates a lease land for a period of a maximum of 50 years following Decision No.3471/QD-UBND dated 04/12/2015 issued by the People’s Committee of Binh Thuan province on approval of investment policy. Some extra decisions: 
- Decision No.1984/QĐ-UBND dated 07/8/2019 on the adjustment of investment policy 
- Decision No.223/QĐ-UBND dated 23/01/2017 on approval of general construction planning, ratio 1/5000 along the coastline of Tan Thanh, Ham Thuan Nam district, Binh Thuan province 
- Decision No.39/QĐ-UBND dated 22/01/2020 on approval of detailed construction planning 
"
7luAQLwY;9386;;2021-07-21;2091;;The Government allocates a lease land for a period of a maximum of 70 years following Decision No.2465/QD-UBND issued by People’s Committee of Dong Nai Province on approval of investment policy (on 21/7/2021), Decision No.4621/QĐ-UBND dated 03/12/2020 on the recognition of results on the auction of land use rights for the land with an area of 23,4 ha in Binh Sơn, Loc An commune, Long Thanh district, Dong Nai province. 
m5laDCv4;9387;3109;2019;2089;70;The Government allocates a lease land for a period of a maximum of 70 years following Decision No.3019/QD-UBND issued by the People’s Committee of Vinh Phuc Province on approval of investment policy (dated 26/11/2019) 
RhI_8Nhw;9388;;2015-04-24;;;The project was approved and adopted by Binh Dinh Economic Zone Authority on 24/04/2015 (Investment Registration Certificate No.437074403 issued by Binh Dinh Economic Zone Authority (fifth amendment on 23/9/2021) 
fNjc1v9g;9389;;2017-06-26;2067;50;The Government allocates a lease land for a period of a maximum of 50 years following Decision No.2293/QD-UBND issued by the People’s Committee of Quang Nam province on approval of investment policy (dated 26/6/2017) 
jdKaFDXf;9391;;2008-02-28;;50;The Government allocates a lease land for a period of a maximum of 50 years following the Decision No.410/QD-UBND issued by the People’s Committee of Ha Tay province on approval of investment policy (dated 28/02/2008) and the decision on the adjustment of the investment project was issued on 26/06/2020 by People’s Committee of Hanoi City, the Decision No.5723/QDD-UBND on approval of the overall adjustment of the detailed construction project planning made on 24/10/2018 by  People’s Committee of Hanoi City. 
Si2-EQ7l;9392;;;;;The Government allocates a lease land for a period of maximum of 50 years following Decision No.13/QD-UBND issued by the People’s Committee of Hoa Binh  province on approval of investment policy (dated 10/5/2021) 
w7Y4O_6w;9393;;2016;;;50 years lease
bXQS01_7;9394;;;;49;No info about the number of the contract. According to the company source, it's only known that is valid for 49 years
SP4Tr0eM;9395;;2017-05-24;;;
0yvBrUK6;9396;№ 2-2011-03-2-З;2011-03-28;;;
QuTThnGp;9433;310-02-00844 / 2016-02;2016-10-26;2021-10-26;5;In Badanje
