ID;Deal ID;Spatial accuracy level;Location;Point;Facility name;Location description;Comment on location
BUAveUU8;9515;Coordinates;Myeik, Tanintharyi, Myanmar (Burma);11.84698,99.23992;;;
Xku9Mju1;9516;Coordinates;Myeik, Tanintharyi, Myanmar (Burma);11.75272,99.14133;;;
y6z7N8Th;9517;Coordinates;Tanintharyi, Myeik, Myanmar (Burma);12.07511,99.14088;;;
RXZEOGle;9519;Approximate location;Bandera Bajada, Figueroa, Santiago del Estero, Argentina;-27.2752,-63.51282;;;
IN5ysYpE;9520;Administrative region;Sagarejo, Грузія;41.72539,45.33507;;;
VLS_84KH;9520;Administrative region;Kakheti, Грузія;41.64816,45.69055;;;
fZ1jv_Wb;9521;Administrative region;Kvemo Kartli, Грузія;41.47918,44.65604;;Processing facility location;
we4LP7pU;9521;Approximate location;Gardabani, Грузія;41.45849,45.09132;;Contacted area location;
SBO1EsTZ;9522;Approximate location;Bolnisi, Грузія;41.44935,44.54886;;;
YuFUm_oh;9522;Approximate location;Kvemo Kartli, Грузія;41.47918,44.65604;;;
NtA8wj_m;9523;Approximate location;Bandera Bajada, Figueroa, Santiago del Estero, Argentina;-27.2752,-63.51282;;;
exh8Q_UA;9525;Coordinates;Busia Uganda, Uganda;0.48481,34.10779;;;"Alupe Village.
Shapefile has been derived from satellite Imagery"
hUmTbsTZ;9526;Administrative region;Ulianovka, Грузія;41.70218,46.15052;;;
vK7_X8nu;9526;Approximate location;;41.56899,45.83931;;Iliatsminda village;
E0MflMZd;9527;Approximate location;Chateau Mukhrani, Natakhtari-Tsilkani-Mukhrani, Mukhrani, Грузія;41.94201,44.58138;;;
gGjCf64t;9528;Approximate location;Gamarjveba, Грузія;41.64559,45;;2 ha (for the meat processing factory);
BbWhsR7X;9528;Approximate location;Sartichala, Грузія;41.70977,45.17288;;35 ha (broiler farms);
nLgqak7W;9528;Approximate location;Martkopi, Грузія;41.7744,45.02164;;135 ha;
iy9DGHwE;9529;Approximate location;Shida Kartli, Грузія;42.07569,43.95404;;;
9NZFrdVM;9529;Approximate location;Marana, Грузія;42.14201,44.05885;;;
tBxqA8HQ;9529;Approximate location;Zeghduleti, Грузія;42.05422,44.2268;;purchased the 75 ha plot ;
QlDJcWSh;9531;Approximate location;Yalcobá, Yuc., México;20.79148,-88.03799;Hotel y parque temático Xibalba;Comisaría de Yalcobá, municipio de Valladolid, Yucatán;Tierras compradas a Ejidos para la construcción de complejo turístico y parque temático.
7yrrq0B6;9533;Administrative region;Telavi, Грузія;41.9185,45.47769;;;
rykxq6jF;9534;Approximate location;Agara, Грузія;42.03878,43.82429;;Plant location ;
Mc7-Me1q;9534;Approximate location;Shida Kartli, Грузія;42.07569,43.95404;;;
Zm-a2Tp1;9535;Administrative region;Tsalka, Грузія;41.59795,44.09468;;;
vIgRA31H;9537;Approximate location;Sinharaja Forest Reserve, Sinharaja Access Road, Deniyaya, Sri Lanka;6.40145,80.55176;;Koskulana River, within the 100m buffer zone of Sinharaja Forest Reserve.;
dEZMmTKM;9538;Approximate location;Andarawewa, Sri Lanka;6.30066,81.08236;;Andarawewa forest reserve, Anuradhapura District, North Central Province, Sri Lanka;
cfY5OrEj;9539;Approximate location;Ruhuna National Park, Thalakolawewa, Sri Lanka;6.64044,81.35315;;;Ruhuna National park is also known as Yala National Park
xiLxEv_a;9540;Approximate location;Dambulla, Matale, Sri Lanka;7.87421,80.65112;;;
nXOCAdti;9541;Administrative region;;;;Six islands have already been identified to undertake project activities as a first phase. This includes: Addu City, Fuvahmulah City, Kulhudhuhfushi City, Thinadhoo, Hinnavaru and Eydhafushi.;
dp_GYxoe;9542;Approximate location;Tamdy District, Uzbekistan;42.54183,65.24884;;Tamdy District of Uzbekistan, approximately 7 km east of Zarafshan City;
7_ScXgeV;9543;Exact location;Zhambyl, Kazakhstan;42.89837,71.39798;;;
mffvdk-L;9544;Approximate location;Arshaly, Kazakhstan;52.72275,61.14022;;Bulaksay village and Saryoba station in Arshaly District of Akmola Region of Kazakhstan ;
1r6_aUak;9545;Country;;;;Avaada Solar Project is a nationwide project;
ropBYz1Z;9546;Exact location;Tekmal, Medak, Telangana, India;17.97334,78.03523;;17°57.951' N and 78°03.968' E;
2jReVMB7;9547;Administrative region;Chernihiv, Чернігівська область, Україна;51.4982,31.28935;;;
aZrki4qy;9548;Administrative region;Poltava, Полтавська область, Україна;49.58826,34.55141;;;
-eWYd5Tq;9548;Administrative region;Piznyky, Poltavs'ka oblast, Ukraine;50.24311,32.99712;;;
jR-SSlBQ;9548;Administrative region;Kalaidyntsi, Poltavs'ka oblast, Ukraine;50.10302,32.96594;;;
g6mijkeH;9550;Approximate location;Tizimín, Yuc., México;21.14546,-88.1496;Enerall Terra;Cultivos de soya y graneles;"La producción de soya se identificó a partir de los
resolutivos de cuatro MIAs de los años 2016 y 2017 (con clave 31YU2016AD 077, 057, 026
y 027) correspondientes a la empresa EnerAll Terra 1, EnerAll Terra 2 y EnerAll Asideros
Globales Corporativo."
OIF6k__8;9551;Approximate location;Chocholá, Yucatán, México;20.75036,-89.82981;calera Oxxica y del banco pétreo de la constructora Proser;Uno de los casos más representativos en la lucha desigual entre inversionistas con dinero y ejidatarios con la necesidad de obtenerlo, es el del municipio de Chocholá, donde una reserva de bosques de más de 15 mil hectáreas, es objeto de un litigio desde el 2012.;
_J_98eWN;9552;Administrative region;Salar de Antofalla, Catamarca, Argentina;-25.71583,-67.71055;Laguna verde;;
CO3pIbC9;9554;Approximate location;Salar del Hombre Muerto, Catamarca, Argentina;-25.42416,-67.09388;;;La propiedad está rodeada por áreas bajo concesión de la empresa Posco
xf23RN_V;9555;Administrative region;Salar de Antofalla, Catamarca, Argentina;-25.71583,-67.71055;Salar de Antofalla;;
mOwJe6Ml;9556;Administrative region;Kyiv, Україна;50.4501,30.5234;;;
yRsUclM-;9556;Administrative region;Zhytomyr, Житомирська область, Україна;50.25465,28.65866;;;
rckAVg8Z;9557;Administrative region;Antofagasta de la Sierra, Catamarca, Argentina;-26.05956,-67.40646;Antofalla;;
fXtHWn_g;9558;Administrative region;Los Sapitos, San Juan, Argentina;-28.98333,-69.18334;Salar Los Sapitos;El proyecto se encuentra al norte de San Juan en el límite con La Rioja;
fXtHWn_g;9559;Administrative region;Salar del Hombre Muerto, Catamarca, Argentina;-25.42416,-67.09388;Hombre Muerto;;La propiedad se encuentra dentro de la cuenca norte recientemente adquirida por la empresa POSCO.
4_In-0V5;9560;Administrative region;Pocitos, Salta, Argentina;-24.33333,-67.01667;;;
TryS-3pX;9562;Exact location;вул. Айвазовського, 29, Миколаїв, Миколаївська область, Україна;46.8317,31.95797;;;Olvia seaport
317l5C1W;9563;Approximate location;Суховерхівка, Сумська область, Україна;51.00954,33.86954;;;
hnX4hn2-;9563;Approximate location;Дмитрівка, Сумська область, Україна;50.79537,34.17023;;;
bkfU5ogC;9563;Approximate location;Піски, Сумська область, Україна;50.68986,33.46893;;;
M2MnfTEv;9563;Approximate location;Рогинці, Сумська область, Україна;50.85743,33.34853;;;
lk-aJXhP;9563;Approximate location;Терни, Сумська область, Україна;50.99236,33.97106;;;
d8883oTf;9564;Approximate location;Пишненки, Полтавська область, Україна;50.07074,34.47987;;;
w7uTxlBr;9564;Approximate location;Піщане, Полтавська область, Україна;49.12802,33.3977;;;
5SPk1S0-;9564;Administrative region;Решетилівський район, Полтавська область, Україна;49.53361,34.03168;;;
ai_GJDfA;9564;Administrative region;Зіньківський район, Полтавська область, Україна;50.14257,34.28821;;;
Y0HwtPgi;9565;Exact location;Salar del Hombre Muerto, Catamarca, Argentina;-25.42416,-67.09388;Proyecto Candelas y Proyecto Hombre Muerto Oeste;;
ORmVTKT7;9566;Exact location;Salar del Hombre Muerto, Catamarca, Argentina;-25.42416,-67.09388;Hombre Muerto Norte;El proyecto se encuentra en zona limítrofe entre salta y catamarca ;
i9JPsn8L;9567;Administrative region;Laguna Carachi Pampa, Catamarca, Argentina;-26.46916,-67.53472;Salar Escondido;;
-c3TBi-K;9568;Administrative region;Salar de Incahuasi, Catamarca, Argentina;-26.40722,-67.67666;Salar Incahuasi;;
0cG-p5BL;9569;Administrative region;Salar De Rincón, Salta, Argentina;-24.10268,-67.07147;Rincón Oeste;;
rpToaAQp;9570;Administrative region;Antofalla, Catamarca, Argentina;-25.51699,-67.61834;Antofalla;;
XX2siIGH;9573;Coordinates;Jahitan, Seruyan Hilir, Kabupaten Seruyan, Kalimantan Tengah, Indonesien;-2.95809,112.35762;;;
VZpXhcAi;9574;Exact location;Salar del Hombre Muerto, Catamarca, Argentina;-25.45094,-66.97011;Virgen del valle Litio;Los polígonos corresponden a las minas Maktub, Maktub II, Maktub III, Maktub XIX, Maktub XVII, Maktub XX, Maktub XXII y Maktub XXIV;
paFnjDKI;9575;Exact location;Ancasti, Catamarca, Argentina;-28.81204,-65.50083;Ancasti;;Los polígonos corresponden a las minas.
Ap3YFLjs;9576;Coordinates;Rambaian, Gaung Anak Serka, Indragiri Hilir, Riau, Indonesien;-0.23702,102.96658;;;
rouhq1q5;9577;Exact location;Ancasti, Catamarca, Argentina;-28.81204,-65.50083;;;Los polígonos corresponden a las minas.
U50HmciT;9578;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.30429,-68.26527;Pedernales;Los polígonos corresponden a las Minas Aguas Dulces, Alto Colorado I, Alto Colorado II, Alto Colorado III, Doña Ines, El Condor y Los Bayos.;
3Db1Lc2B;9579;Coordinates;Papuyu I Sei Pasanan, Kahayan Kuala, Kabupaten Pulang Pisau, Kalimantan Tengah, Indonesien;-3.2955,113.949;;;
mPpNwG-a;9579;Coordinates;Kiapak, Kahayan Kuala, Pulang Pisau Regency, Central Kalimantan, Indonesia;-3.33376,114.13204;;;
3SrnkVE5;9580;Coordinates;;-0.7569,102.8106;;"Regency/Province; Indragiri Hulu and Indragiri Hilir/Riau. [Source: Eyes on the Forest]";
g10ArSvy;9582;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.05956,-67.40646;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Antofagasta.
7V0j9Oq4;9583;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.88527,-67.8776;;Las minas de la empresa se encuentran en los departamentos de Antofagasta y Tinogasta. Los polígonos corresponden a las minas.;
pV8hLZrL;9584;Coordinates;Baru Lombak, Meliau, Kabupaten Sanggau, West Kalimantan, Indonesien;-0.3858,110.21173;Sumatera Jaya Agro Lestari ;;
cng75TkQ;9585;Exact location;Vedia, Provincia de Buenos Aires, Argentina;-34.4979,-61.54236;"Campo ""Las Balas""";;
IRF151jK;9587;Exact location;Vicuña Mackenna, Córdoba, Argentina;-33.91796,-64.38948;Finca El Consuelo;;
fOutNMD7;9588;Exact location;Noto Gouye Diame, Sénégal;14.99304,-17.00522;VEGE AFRICK;;
DNWKR9Rr;9589;Exact location;Mbane, Sénégal;16.26676,-15.79527;VITAL;;
XS4DsvJR;9590;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.12862,-67.35469;;;
dKJN0TY_;9591;Exact location;Pomán, Catamarca, Argentina;-28.14429,-66.37913;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Pomán.;
I9dmzbd3;9594;Exact location;Punta Colorada, Río Negro, Argentina;-41.69757,-65.02942;;;
rkFhARmd;9595;Exact location;General Roca, Río Negro, Argentina;-39.0328,-67.58922;;;
qV-Z8DYW;9596;Exact location;Antofalla, Catamarca, Argentina;-25.95555,-67.80473;;Las minas de la empresa se encuentran en los departamentos de Antofagasta, los polígonos corresponden a las mismas.;
Ue6pxQxT;9597;Exact location;Belén, Catamarca, Argentina;-26.72179,-67.1874;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Belén.
KiI10HJe;9598;Exact location;Tinogasta, Catamarca, Argentina;-27.37469,-68.21528;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Tinogasta.
AJRfndV4;9599;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.05956,-67.40646;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Antofagasta.
P5DfSjLq;9600;Exact location;Belén, Catamarca, Argentina;-27.80598,-67.25779;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Belén.
aaLYJPHE;9601;Exact location;Tinogasta, Catamarca, Argentina;-27.23639,-68.84237;;;El polígono corresponde a la mina de la empresa que se encuentra en el departamento de Tinogasta.
DAeCWUWb;9602;Exact location;Santa María, Catamarca, Argentina;-26.98018,-65.92398;;;El polígono corresponde a la mina de la empresa que se encuentra en el departamento de Santa María.
ccl0G6pK;9604;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.05956,-67.40646;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Antofagasta.
P1Z0gRAc;9605;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.80009,-68.24308;;Las minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas de la empresa.
P1Z0gRAc;9606;Exact location;Andalgalá, Catamarca, Argentina;-27.28445,-66.13907;;;El polígono corresponde a la mina de la empresa que se encuentra en el departamento de Andalgalá.
iTesyN6g;9607;Coordinates;;0.7233,117.4016;;;
4lZJw84t;9608;Coordinates;Bayun Sari, Sungai Laur, Ketapang Regency, West Kalimantan, Indonesia;-1.0631,110.4905;;;
SJ5EavQj;9610;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.059566,-67.406469;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Antofagasta.
_PEhVBDg;9611;Exact location;Belén, Catamarca, Argentina;-27.65023,-67.02594;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Belén.;
mltpub1q;9612;Exact location;Tinogasta, Catamarca, Argentina;-26.76749,-67.30947;;;Los polígonos corresponden a las minas de la empresa que se encuentran en el departamento de Tinogasta.
uJtKLZVz;9613;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.30129,-66.67073;;Las minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas de la empresa.
Tynjuoe6;9614;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.29052,-66.65388;;Las minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas de la empresa.
stqo1A6P;9615;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.1324,-67.0964;;Las minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas de la empresa.
IDf1tysM;9618;Coordinates;Rovieng, Cambodia;13.09201,104.92622;;"13.09201,104.926228;

Chi Ok Village, Romany Commune, Roveing, Preah Vihear";
fE6or8rI;9621;Exact location;Belén, Catamarca, Argentina;-27.64879,-67.1897;;Las minas se encuentran en el departamento de Belén.;Los polígonos corresponden a las minas de la empresa.
PYYc3NgH;9622;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.76088,-68.43481;;La mina se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina de la empresa.
YOaLw_lO;9623;Exact location;Tinogasta, Catamarca, Argentina;-27.09031,-67.59455;Mina Nuevo Luque;La mina se encuentra en el departamento de Tinogasta.;El polígono corresponde a la mina de la empresa.
u5-3iyt2;9624;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.29226,-66.77066;;La minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas de la empresa.
Rem71WBF;9625;Exact location;Tinogasta, Catamarca, Argentina;-27.8196,-68.25407;Minas Fito y Gardel.;Las minas se encuentran en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
OOR0zDDT;9626;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.38064,-68.26072;Cerro Peñón;Las minas de la empresa se encuentran en el departamento de Antofagasta;Los polígonos corresponden a las minas.
ndBmzImV;9627;Exact location;Tinogasta, Catamarca, Argentina;-27.51405,-68.56781;Mina Paul I;La mina de la empresa se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina.
sGrLDv1M;9628;Exact location;Belén, Catamarca, Argentina;-27.12101,-67.0178;;La mina de la empresa se encuentra en el departamento de Belén.;El polígono corresponde a la mina.
ffGBHpdt;9631;Exact location;Andalgalá, Catamarca, Argentina;-27.40406,-66.24099;;Las minas se encuentran en el departamento de Andalgalá.;Los polígonos corresponden a las minas.
z8qzWI74;9632;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.30752,-67.57006;;La mina de la empresa se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina.
23az5Q31;9633;Exact location;Tinogasta, Catamarca, Argentina;-26.78014,-67.8304;;La mina de la empresa se encuentra en el departamento de Tinogasta.;El polígono corresponde a la mina.
GVyE4ccX;9634;Exact location;Belén, Catamarca, Argentina;-26.34875,-66.65308;;Las minas de la empresa se encuentra en el departamento de Belen.;Los polígonos corresponden a las minas.
QOE6P-DZ;9635;Exact location;Belén, Catamarca, Argentina;-26.78541,-67.1212;;Las minas de la empresa se encuentra en el departamento de Belén.;Los polígonos corresponden a las minas.
C9ThQrLc;9636;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.29608,-66.73449;;La mina de la empresa se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina.
VqtQQYDn;9637;Exact location;Santa María, Catamarca, Argentina;-26.92179,-65.98686;Mina Camino de los Venados;La mina de la empresa se encuentra en el departamento de Santa María.;El polígono corresponde a la mina.
JQWMk62X;9638;Exact location;Belén, Catamarca, Argentina;-26.85827,-66.62977;;Las minas de la empresa se encuentra en el departamento de Belén.;Los polígonos corresponden a las minas.
6Tz0IaIG;9639;Exact location;Belén, Catamarca, Argentina;-26.9428,-66.77839;Mina Brasuca;La mina se encuentra en el departamento de Belén.;El polígono corresponde a la mina.
rLtT3bGh;9640;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.30532,-66.69062;Minas Marva V y Marva VI;Las minas de la empresa se encuentra en el departamento de Antofagasta.;Los polígonos corresponden a las minas.
zXTsYP7E;9641;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.38711,-67.44044;;La mina de la empresa se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina.
DVgbTQ1v;9642;Exact location;Tinogasta, Catamarca, Argentina;-27.6539,-68.2552;Mina Guricia y Mina Ponderosa.;Las minas de la empresa se encuentran en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
hJEnEqKx;9643;Exact location;Tinogasta, Catamarca, Argentina;-27.58386,-68.95458;;Las minas de la empresa se encuentra en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
-HWfoWTR;9644;Exact location;Tinogasta, Catamarca, Argentina;-28.05197,-68.19138;;Las minas de la empresa se encuentra en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
pcsLaNmA;9645;Exact location;Tinogasta, Catamarca, Argentina;-27.60479,-68.43364;Minas: Muma, Muma II y Nicolas II;Las minas de la empresa se encuentran en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
hbNXIK-G;9646;Exact location;Tinogasta, Catamarca, Argentina;-27.74575,-67.78101;;Las minas de la empresa se encuentran en el departamento de Tinogasta.;Los polígonos corresponden a las minas.
jg3GaEUN;9647;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.52948,-67.40039;Mina Carachi Pampa IV;La mina de la empresa se encuentra en el departamento de Antofagasta.;El polígono corresponde a la mina.
ZiL3jO_f;9648;Exact location;Belén, Catamarca, Argentina;-27.12058,-66.96665;Mina Sol Andino VIII.;La mina de la empresa se encuentra en el departamento de Belén.;El polígono corresponde a la mina.
OU86ifvI;9649;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.23062,-67.39701;Minas Padre José María I, II, III, IV, V, VI, VII y VIII.;Las minas de la empresa se encuentra en el departamento de Antofagasta.;Los polígonos corresponden a las minas.
PCdQNoeI;9650;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.72323,-66.94864;Minas Bingo 19 y Bingo 30.;Las minas de la empresa se encuentra en el departamento de Antofagasta.;Los polígonos corresponden a las minas.
sGv_txCF;9651;Exact location;Andalgalá, Catamarca, Argentina;-27.32916,-66.37568;AGUA RICA.;Las minas se encuentran en el departamento de Andalgalá.;Los polígonos corresponden a las minas.
GFyqL1Kh;9653;Exact location;Holbox, Q.R., México;21.52189,-87.37983;;Holbox es un pueblo de pescadores que se asienta en una isla con playas de talco de 40 kilómetros de largo frente a la península de Yucatán. Este santuario del tiburón ballena es uno de los destinos turísticos vírgenes de la nación, y ha vivido en turbulencia social desde 2011, cuando se autorizó un proyecto de 850 millones de dólares sobre terrenos por los cuales empresarios apoyados por políticos pagaron a los ejidatarios cinco millones de pesos, que detonó protestas y movilizaciones que llevaron a la cárcel a 16 comuneros acusados de daños ambientales.;
kzgJiVNv;9654;Exact location;Tinogasta, Catamarca, Argentina;-27.74916,-67.53885;Mina Uvita III.;La mina se encuentra en el departamento de Tinogasta.;El polígono corresponde a la mina.
eK9i-qvm;9655;Exact location;Andalgalá, Catamarca, Argentina;-27.19025,-66.40448;Mina Maria Ines I y III.;Las minas se encuentran en el departamento de Andalgalá.;Los polígonos corresponden a las minas.
QsoJg1Vb;9656;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.35646,-67.84156;Mina Arco Iris.;La mina se encuentra en el departamento de Antofagasta;El polígono corresponde a la mina.
08-3pwdO;9657;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-25.36965,-67.22115;Minas Del Condor y Pucara del Salar.;Las minas se encuentran en el departamento de Antofagasta.;Los polígonos corresponden a las minas.
XYGZeFvP;9658;Exact location;Andalgalá, Catamarca, Argentina;-27.56872,-66.44187;Mina Eduard.;La mina se encuentra en el departamento de Andalgalá.;El polígono corresponde a la mina.
YXdWOHjP;9659;Exact location;Antofagasta de la Sierra, Catamarca, Argentina;-26.38268,-67.17725;;Las minas se encuentran en el departamento de Antofagasta y Tinogasta.;Los polígonos corresponden a las minas.
W1beaI4q;9660;Exact location;Belén, Catamarca, Argentina;-27.27865,-66.8577;;Las minas se encuentran en el departamento de Belén.;
CWPH6Cv-;9661;Exact location;Santa María, Catamarca, Argentina;-27.01642,-66.20153;;Las minas se encuentran en el departamento de Santa María.;Los polígonos corresponden a las minas.
kkkTY-pu;9662;Administrative region;Kragujevac, Сербія;44.01279,20.91142;;;
y5yXZVZa;9663;Administrative region;Veliko Polje, Serbia;44.59393,20.1922;;;" Svilajnac
Coordinates: 44.23400755212855, 21.198806762695312"
UjRNE5mN;9664;Exact location;El Alto, Catamarca, Argentina;-28.44743,-65.48508;Mina Latina 15.;;El polígono corresponde a la mina.
MvBBbYCy;9665;Exact location;El Alto, Catamarca, Argentina;-28.50161,-65.45538;;;Los polígonos corresponden a las minas.
_uU0meC9;9666;Exact location;Motul, Yuc., México;21.10024,-89.27752;Chacabal I y Chacabal II;Los ejidatarios de los municipios de Motul, Cansahcab y Suma de Hidalgo están asustados por las firmas de energía Aldesa y Aldener, que intentan despojarlos de sus tierras con base en unos arrendamientos de 30 años firmados sin consentimiento de los campesinos y que posibilitan la edificación. Dichos contratos fueron autorizados en 2014 por el comisario anterior del ejido, Santos Nicolás Chunab Celis, y permiten la renta de mil 89 hectáreas en Sinanché.;
7QhlAqDC;9667;Administrative region;Aroroy, Masbate, Philippines;12.43438,123.38849;Masbate Gold Project;Barangays Amoroy, Balawing, Bangon, Capsay, Lanang, Panique, Puro, and Syndicate, Municipality of Aroroy, Province of Masbate;
wzjWb47M;9668;Administrative region;Dinapigue, Isabela, Philippines;16.69596,122.22;Isabela Nickel Mining Project;The property is located in the northeastern portion of Luzon, near the coast in Brgy. Dimaluade, municipality of Dinapigue, province of Isabela.;
ORUwyxHq;9669;Administrative region;Claver, Surigao del Norte, Philippines;9.4833,125.80617;;;
GdqPi-1f;9669;Administrative region;Lupon, Davao Oriental, Philippines;7.106,126.17664;;;
WrMSRefz;9669;Administrative region;Las Nieves, Agusan Del Norte, Philippines;8.6651,125.45628;;;
lK3KXWFT;9670;Administrative region;Tubay, Agusan Del Norte, Philippines;9.20361,125.55484;;;
IgPaTV90;9671;Administrative region;Bunawan, Agusan del Sur, Philippines;8.21646,126.04584;;;
U54MCGcV;9671;Administrative region;Rosario, Agusan del Sur, Philippines;8.31261,126.00361;;;
6Jn23Xk6;9672;Administrative region;Mati, Davao Oriental, Philippines;6.95216,126.21731;;;
s61JlSYs;9672;Administrative region;Governor Generoso, Davao Oriental, Philippines;6.54914,126.13281;;;
GEyBiqnU;9673;Administrative region;Banaybanay, Davao Oriental, Philippines;7.16084,126.16012;;;
2YNRAMsO;9673;Administrative region;Pantukan, Compostela Valley, Philippines;7.25522,126.1562;;;
Y4RiD8Sq;9674;Exact location;Pinagrealan, Zambales, Philippines;15.60326,120.12428;Candelaria Metallurgical Chromite Project;;
uJgBubJS;9674;Exact location;Guisguis, Zambales, Philippines;15.80638,120.03185;;;
_kjxKs-g;9675;Administrative region;Sablayan, Occidental Mindoro, Philippines;12.85639,120.91011;;;
m3-mz6V3;9676;Administrative region;Itogon, Benguet, Philippines;16.34518,120.689;;;
FJjKwHRM;9678;Coordinates;;13.1101,105.10516;;13.110103,105.105163;Located in the Rovieng District
-Zi2K_4z;9680;Administrative region;Preah Vihear Province, Cambodia;14.00858,104.84546;;;"Designation of 410 hectares as a sustainable use area in the Boeung Per Wildlife Sanctuary in Preah Vihear and Kampong Thom Provinces for Reamna Investment Co., Ltd. to invest in agro-industrial crops, rubber plantations and animal husbandry. 

Cannot find actual latitude and longtitude."
X1r6eRsu;9680;Administrative region;Kampong Thom Province, Cambodia;12.82218,105.12589;;;"Designation of 410 hectares as a sustainable use area in the Boeung Per Wildlife Sanctuary in Preah Vihear and Kampong Thom Provinces for Reamna Investment Co., Ltd. to invest in agro-industrial crops, rubber plantations and animal husbandry. 

Cannot find actual latitude and longtitude."
TszfmK1k;9689;Administrative region;Приазовський район, Запорізька область, Україна;46.74543,35.69727;;;
rtFj4yVi;9689;Approximate location;Приморський Посад, Запорізька область, Україна;46.61591,35.73136;;;
pRj0DCi_;9692;Administrative region;Phnom Kulen, Cambodia;13.61438,104.11094;;;"Land area is split into A=3573
C=2427"
auDafyw8;9692;Administrative region;Svay Leu, Cambodia;13.55322,104.2454;;;"Land area is split into A=3573
C=2427"
wuLUUF9O;9696;Exact location;Svay Pat Village;11.19461,105.34562;;Svay Pat Village, Rovieng District, Preah Vihear Province;Does not specify, but land area is split  A=7813, B=507
wqo6asza;9696;Approximate location;Rovieng, Cambodia;13.35383,105.11566;;O'talok Village,  Village, Rovieng District, Preah Vihear Province;"Cannot find Ou Talaok village to pin;

Does not specify, but land area is split A=7813, B=507"
rGr0jyga;9697;Administrative region;Rovieng, Preah Vihear, Cambodia, Rovieng, Cambodia;13.34495,105.11023;;- Rovieng District, Preah Vihear Province.;
vC9VCmCW;9697;Administrative region;Prasat Balangk, Cambodia;13.06531,104.79877;;- Brasatbalang District, Kompong Thom Province.;
dG5xgKIR;9699;Administrative region;Choam Ksant, Cambodia;14.22024,104.9418;;Chaomksan District, Preah Vihear Province;
nmHdklSw;9700;Administrative region;;;;Choamksan District, Preah Vihear Province.;
Ak1hSCMq;9702;Administrative region;Preah Vihear Province, Cambodia;14.00858,104.84546;;;Project in this region has a size of 979 ha
Pk7z8oqe;9702;Administrative region;Kampong Thom Province, Cambodia;12.82218,105.12589;;;Project in this region has a size of 5,521 ha
PEhlN-d4;9703;Administrative region;Приазовський район, Запорожская область, Украина;46.74543,35.69727;;;
9ELc-Dyf;9703;Approximate location;Приморський Посад, Запорожская область, Украина;46.61591,35.73136;;;
oOZF_vCL;9703;Exact location;Ботієвська вітрова електростанція, с.Ботиево, Запорожская область, Украина;46.62794,35.7361;;;
cDmrN1Uw;9703;Coordinates;;;;;
